
Check Type,Current Price,SMA Short,SMA Long,RSI
HOLD,84558.830000,0.000000,1000.000000
HOLD,84662.740000,0.000000,1000.000000
HOLD,83916.940000,0.000000,1000.000000
BUY,83973.580000,0.011789,9.990000
SELL,84240.330000,0.0,1003.124828,3.134828
HOLD,84035.010000,0.000000,1003.124828
HOLD,84471.210000,0.000000,1003.124828
HOLD,84206.240000,0.000000,1003.124828
HOLD,84318.000000,0.000000,1003.124828
HOLD,84322.310000,0.000000,1003.124828
HOLD,84413.620000,0.000000,1003.124828
HOLD,84157.720000,0.000000,1003.124828
HOLD,84169.350000,0.000000,1003.124828
BUY,83944.690000,0.011830,10.021248
SELL,83936.970000,0.0,1003.013498,-0.101330
HOLD,84173.920000,0.000000,1003.013498
HOLD,84242.240000,0.000000,1003.013498
HOLD,84343.920000,0.000000,1003.013498
HOLD,84885.880000,0.000000,1003.013498
HOLD,85250.000000,0.000000,1003.013498
HOLD,85171.120000,0.000000,1003.013498
HOLD,85715.020000,0.000000,1003.013498
HOLD,85883.160000,0.000000,1003.013498
HOLD,87100.000000,0.000000,1003.013498
BUY,87290.740000,0.011376,10.020135
FINAL PROFIT,3.033498,25
