
Check Type,Current Price,SMA Short,SMA Long,RSI
BUY,94975.380000,0.010424,9.990000
SELL,96683.290000,0.0,1017.782834,17.792834
HOLD,97684.230000,0.000000,1017.782834
HOLD,96411.950000,0.000000,1017.782834
HOLD,95289.330000,0.000000,1017.782834
HOLD,98089.460000,0.000000,1017.782834
HOLD,96566.030000,0.000000,1017.782834
BUY,95727.390000,0.010526,10.167828
HOLD,88821.000000,0.010526,10.167828
HOLD,86117.570000,0.010526,10.167828
SELL,85588.190000,0.0,911.039892,-106.732942
HOLD,94298.000000,0.000000,911.039892
BUY,82804.000000,0.010892,9.100399
SELL,92737.980000,0.0,1019.224200,108.194308
BUY,86314.630000,0.011690,10.182242
HOLD,83489.950000,0.011690,10.182242
SELL,80261.780000,0.0,948.445407,-70.768794
HOLD,83093.690000,0.000000,948.445407
HOLD,83602.160000,0.000000,948.445407
HOLD,84395.310000,0.000000,948.445407
HOLD,84077.800000,0.000000,948.445407
HOLD,84092.160000,0.000000,948.445407
BUY,84469.660000,0.011116,9.474454
HOLD,84010.870000,0.011116,9.474454
SELL,87178.950000,0.0,978.541753,30.106346
FINAL PROFIT,-21.408247,25
